datetime,close,high,low,open,volume
,^NSEBANK,^NSEBANK,^NSEBANK,^NSEBANK,^NSEBANK
2025-05-12 03:45:00+00:00,54902.0,54939.30078125,54570.6484375,54658.75,0
2025-05-12 03:50:00+00:00,55011.19921875,55066.94921875,54901.25,54901.25,0
2025-05-12 03:55:00+00:00,55052.1015625,55057.69921875,54977.55078125,55007.3515625,0
2025-05-12 04:00:00+00:00,55134.0,55137.80078125,55051.19921875,55052.55078125,0
2025-05-12 04:05:00+00:00,55042.75,55158.94921875,55042.75,55135.1015625,0
2025-05-12 04:10:00+00:00,55023.3515625,55089.1015625,55014.69921875,55044.30078125,0
2025-05-12 04:15:00+00:00,55050.19921875,55085.1484375,55023.5,55025.80078125,0
2025-05-12 04:20:00+00:00,55124.6015625,55147.3984375,55051.44921875,55051.44921875,0
2025-05-12 04:25:00+00:00,55255.75,55290.30078125,55104.6484375,55131.3515625,0
2025-05-12 04:30:00+00:00,55178.3984375,55267.30078125,55164.80078125,55258.6484375,0
2025-05-12 04:35:00+00:00,55123.44921875,55189.30078125,55123.44921875,55179.05078125,0
2025-05-12 04:40:00+00:00,55146.3984375,55160.30078125,55097.6484375,55127.19921875,0
2025-05-12 04:45:00+00:00,55166.8984375,55219.3515625,55148.3515625,55148.3515625,0
2025-05-12 04:50:00+00:00,55205.55078125,55229.30078125,55166.8984375,55166.8984375,0
2025-05-12 04:55:00+00:00,55154.0,55220.80078125,55150.6484375,55209.44921875,0
2025-05-12 05:00:00+00:00,55158.69921875,55205.3515625,55157.80078125,55157.80078125,0
2025-05-12 05:05:00+00:00,55166.6015625,55188.25,55135.30078125,55159.5,0
2025-05-12 05:10:00+00:00,55230.19921875,55238.5,55146.05078125,55161.8984375,0
2025-05-12 05:15:00+00:00,55238.0,55243.6015625,55196.5,55233.1484375,0
2025-05-12 05:20:00+00:00,55275.3984375,55280.05078125,55228.3984375,55238.3515625,0
2025-05-12 05:25:00+00:00,55269.44921875,55292.75,55232.30078125,55272.1015625,0
2025-05-12 05:30:00+00:00,55287.80078125,55298.19921875,55264.44921875,55267.55078125,0
2025-05-12 05:35:00+00:00,55322.1015625,55338.25,55274.80078125,55276.6015625,0
2025-05-12 05:40:00+00:00,55304.55078125,55346.19921875,55303.8984375,55326.3515625,0
2025-05-12 05:45:00+00:00,55312.8515625,55337.94921875,55304.25,55306.1484375,0
2025-05-12 05:50:00+00:00,55356.44921875,55369.3515625,55310.3515625,55314.1015625,0
2025-05-12 05:55:00+00:00,55318.80078125,55390.25,55303.44921875,55360.44921875,0
2025-05-12 06:00:00+00:00,55303.6015625,55341.1015625,55296.69921875,55323.44921875,0
2025-05-12 06:05:00+00:00,55225.0,55322.0,55205.75,55306.55078125,0
2025-05-12 06:10:00+00:00,55237.05078125,55251.6015625,55209.80078125,55227.25,0
2025-05-12 06:15:00+00:00,55198.5,55242.5,55191.19921875,55241.5,0
2025-05-12 06:20:00+00:00,55185.3515625,55206.75,55172.55078125,55200.1484375,0
2025-05-12 06:25:00+00:00,55164.69921875,55209.80078125,55154.3515625,55185.6015625,0
2025-05-12 06:30:00+00:00,55178.69921875,55186.30078125,55153.8515625,55168.3984375,0
2025-05-12 06:35:00+00:00,55151.5,55193.19921875,55148.44921875,55175.75,0
2025-05-12 06:40:00+00:00,55150.55078125,55159.25,55134.8984375,55144.1015625,0
2025-05-12 06:45:00+00:00,55150.05078125,55176.3984375,55145.0,55155.3984375,0
2025-05-12 06:50:00+00:00,55132.8515625,55161.1484375,55130.8984375,55144.3984375,0
2025-05-12 06:55:00+00:00,55149.0,55162.19921875,55123.44921875,55132.1015625,0
2025-05-12 07:00:00+00:00,55305.44921875,55313.94921875,55154.6015625,55154.6484375,0
2025-05-12 07:05:00+00:00,55327.6015625,55331.19921875,55274.8515625,55309.44921875,0
2025-05-12 07:10:00+00:00,55275.3515625,55336.75,55266.6484375,55326.1484375,0
2025-05-12 07:15:00+00:00,55244.1484375,55277.3984375,55221.6484375,55273.94921875,0
2025-05-12 07:20:00+00:00,55254.6015625,55267.05078125,55234.44921875,55239.3515625,0
2025-05-12 07:25:00+00:00,55269.3984375,55281.44921875,55234.19921875,55256.1484375,0
2025-05-12 07:30:00+00:00,55210.19921875,55281.0,55209.19921875,55267.3984375,0
2025-05-12 07:35:00+00:00,55228.0,55237.30078125,55209.1015625,55209.80078125,0
2025-05-12 07:40:00+00:00,55189.8984375,55231.75,55185.6484375,55227.30078125,0
2025-05-12 07:45:00+00:00,55199.1484375,55214.80078125,55184.19921875,55192.6015625,0
2025-05-12 07:50:00+00:00,55266.5,55271.1484375,55196.1015625,55201.1015625,0
2025-05-12 07:55:00+00:00,55253.80078125,55274.3515625,55221.69921875,55261.25,0
2025-05-12 08:00:00+00:00,55252.19921875,55268.05078125,55236.1015625,55254.25,0
2025-05-12 08:05:00+00:00,55233.55078125,55257.3984375,55219.80078125,55249.5,0
2025-05-12 08:10:00+00:00,55230.94921875,55253.75,55221.69921875,55234.6484375,0
2025-05-12 08:15:00+00:00,55212.69921875,55248.75,55205.1484375,55225.5,0
2025-05-12 08:20:00+00:00,55201.94921875,55215.25,55192.3984375,55202.69921875,0
2025-05-12 08:25:00+00:00,55242.94921875,55246.94921875,55187.8984375,55199.3984375,0
2025-05-12 08:30:00+00:00,55249.19921875,55263.44921875,55232.1015625,55245.30078125,0
2025-05-12 08:35:00+00:00,55240.44921875,55264.1015625,55230.3515625,55250.05078125,0
2025-05-12 08:40:00+00:00,55291.25,55291.94921875,55233.94921875,55244.05078125,0
2025-05-12 08:45:00+00:00,55348.3984375,55373.3984375,55289.75,55289.75,0
2025-05-12 08:50:00+00:00,55322.75,55348.94921875,55308.1015625,55348.94921875,0
2025-05-12 08:55:00+00:00,55327.8515625,55334.6484375,55305.55078125,55325.0,0
2025-05-12 09:00:00+00:00,55304.80078125,55359.0,55289.1484375,55324.05078125,0
2025-05-12 09:05:00+00:00,55240.1484375,55319.25,55234.8515625,55303.0,0
2025-05-12 09:10:00+00:00,55259.25,55284.55078125,55227.75,55243.5,0
2025-05-12 09:15:00+00:00,55273.0,55294.75,55244.6484375,55258.44921875,0
2025-05-12 09:20:00+00:00,55320.30078125,55330.69921875,55258.55078125,55271.6015625,0
2025-05-12 09:25:00+00:00,55351.75,55361.8984375,55307.75,55319.8984375,0
2025-05-12 09:30:00+00:00,55349.80078125,55377.0,55338.1484375,55348.94921875,0
2025-05-12 09:35:00+00:00,55318.5,55355.19921875,55304.25,55347.8515625,0
2025-05-12 09:40:00+00:00,55325.0,55342.25,55314.80078125,55318.3515625,0
2025-05-12 09:45:00+00:00,55412.1484375,55418.44921875,55320.6484375,55324.69921875,0
2025-05-12 09:50:00+00:00,55446.69921875,55464.94921875,55403.3515625,55413.5,0
2025-05-12 09:55:00+00:00,55411.30078125,55454.1484375,55390.94921875,55446.25,0
2025-05-13 03:45:00+00:00,55298.8515625,55497.25,55202.8984375,55233.55078125,0
2025-05-13 03:50:00+00:00,55126.8984375,55308.1484375,55126.8984375,55301.55078125,0
2025-05-13 03:55:00+00:00,55098.94921875,55215.8515625,55079.6015625,55126.5,0
2025-05-13 04:00:00+00:00,55129.5,55152.05078125,54983.30078125,55099.80078125,0
2025-05-13 04:05:00+00:00,55325.69921875,55346.80078125,55132.30078125,55132.30078125,0
2025-05-13 04:10:00+00:00,55134.8515625,55336.0,55129.8515625,55334.05078125,0
2025-05-13 04:15:00+00:00,55033.75,55153.75,54997.25,55138.55078125,0
2025-05-13 04:20:00+00:00,55098.1015625,55142.6484375,55013.05078125,55032.0,0
2025-05-13 04:25:00+00:00,55057.19921875,55147.19921875,55057.19921875,55096.1015625,0
2025-05-13 04:30:00+00:00,55014.69921875,55114.5,55011.19921875,55058.6484375,0
2025-05-13 04:35:00+00:00,55169.1484375,55169.1484375,55013.69921875,55013.69921875,0
2025-05-13 04:40:00+00:00,55182.05078125,55214.44921875,55119.05078125,55174.0,0
2025-05-13 04:45:00+00:00,55154.5,55211.75,55132.75,55176.3515625,0
2025-05-13 04:50:00+00:00,55129.3984375,55173.1015625,55093.3984375,55157.3984375,0
2025-05-13 04:55:00+00:00,55017.75,55156.80078125,55015.19921875,55133.3984375,0
2025-05-13 05:00:00+00:00,55008.5,55057.94921875,54945.44921875,55014.6484375,0
2025-05-13 05:05:00+00:00,55060.69921875,55063.1484375,54984.44921875,55008.30078125,0
2025-05-13 05:10:00+00:00,55073.55078125,55091.1015625,55032.69921875,55057.1015625,0
2025-05-13 05:15:00+00:00,55088.44921875,55093.55078125,55040.19921875,55074.94921875,0
2025-05-13 05:20:00+00:00,55122.8984375,55185.80078125,55089.75,55092.19921875,0
2025-05-13 05:25:00+00:00,55156.5,55164.75,55054.75,55126.25,0
2025-05-13 05:30:00+00:00,55238.44921875,55314.0,55118.80078125,55159.44921875,0
2025-05-13 05:35:00+00:00,55164.1015625,55241.5,55147.3984375,55239.1015625,0
2025-05-13 05:40:00+00:00,55108.80078125,55170.5,55080.19921875,55165.05078125,0
2025-05-13 05:45:00+00:00,55248.19921875,55249.8984375,55107.6484375,55107.69921875,0
2025-05-13 05:50:00+00:00,55162.19921875,55259.8984375,55153.44921875,55246.5,0
2025-05-13 05:55:00+00:00,55271.94921875,55296.55078125,55157.0,55162.30078125,0
2025-05-13 06:00:00+00:00,55280.94921875,55332.0,55223.44921875,55265.8515625,0
2025-05-13 06:05:00+00:00,55202.25,55283.3515625,55178.94921875,55280.94921875,0
2025-05-13 06:10:00+00:00,55168.44921875,55262.1484375,55164.3984375,55202.55078125,0
2025-05-13 06:15:00+00:00,55156.3515625,55217.25,55132.19921875,55170.1484375,0
2025-05-13 06:20:00+00:00,55143.8515625,55184.94921875,55117.30078125,55155.80078125,0
2025-05-13 06:25:00+00:00,55136.05078125,55173.8515625,55110.69921875,55144.3984375,0
2025-05-13 06:30:00+00:00,55126.55078125,55163.44921875,55087.8515625,55130.8984375,0
2025-05-13 06:35:00+00:00,55178.1484375,55206.94921875,55118.69921875,55124.1015625,0
2025-05-13 06:40:00+00:00,55171.3515625,55219.1484375,55148.3984375,55175.5,0
2025-05-13 06:45:00+00:00,55129.94921875,55211.55078125,55125.69921875,55168.3515625,0
2025-05-13 06:50:00+00:00,55088.5,55149.94921875,55084.3984375,55129.44921875,0
2025-05-13 06:55:00+00:00,55093.55078125,55111.1015625,55049.80078125,55086.1484375,0
2025-05-13 07:00:00+00:00,55026.3515625,55117.25,55006.0,55090.6015625,0
2025-05-13 07:05:00+00:00,55040.8515625,55053.5,54985.80078125,55038.6015625,0
2025-05-13 07:10:00+00:00,54995.5,55046.75,54988.19921875,55041.3984375,0
2025-05-13 07:15:00+00:00,55033.55078125,55047.80078125,54985.55078125,54996.6015625,0
