datetime,close,high,low,open,volume
,^NSEI,^NSEI,^NSEI,^NSEI,^NSEI
2025-05-12 03:45:00+00:00,24561.400390625,24562.75,24386.599609375,24401.0,0
2025-05-12 03:50:00+00:00,24579.94921875,24590.0,24562.44921875,24562.44921875,0
2025-05-12 03:55:00+00:00,24595.19921875,24596.599609375,24572.05078125,24578.650390625,0
2025-05-12 04:00:00+00:00,24618.650390625,24620.25,24585.599609375,24596.099609375,0
2025-05-12 04:05:00+00:00,24607.150390625,24632.69921875,24602.25,24618.55078125,0
2025-05-12 04:10:00+00:00,24591.69921875,24621.25,24583.400390625,24607.849609375,0
2025-05-12 04:15:00+00:00,24611.650390625,24614.5,24592.400390625,24592.849609375,0
2025-05-12 04:20:00+00:00,24673.94921875,24676.69921875,24613.150390625,24613.150390625,0
2025-05-12 04:25:00+00:00,24725.0,24737.19921875,24670.5,24675.44921875,0
2025-05-12 04:30:00+00:00,24698.80078125,24731.400390625,24691.44921875,24725.55078125,0
2025-05-12 04:35:00+00:00,24682.0,24701.05078125,24681.099609375,24698.44921875,0
2025-05-12 04:40:00+00:00,24682.650390625,24689.650390625,24668.400390625,24682.30078125,0
2025-05-12 04:45:00+00:00,24691.05078125,24708.30078125,24682.30078125,24682.30078125,0
2025-05-12 04:50:00+00:00,24717.44921875,24718.44921875,24691.099609375,24691.099609375,0
2025-05-12 04:55:00+00:00,24696.900390625,24723.55078125,24696.75,24718.05078125,0
2025-05-12 05:00:00+00:00,24687.75,24712.849609375,24686.5,24697.5,0
2025-05-12 05:05:00+00:00,24683.099609375,24700.19921875,24679.0,24687.150390625,0
2025-05-12 05:10:00+00:00,24699.75,24700.0,24673.30078125,24682.80078125,0
2025-05-12 05:15:00+00:00,24687.05078125,24700.55078125,24674.94921875,24699.94921875,0
2025-05-12 05:20:00+00:00,24688.75,24691.849609375,24677.75,24687.150390625,0
2025-05-12 05:25:00+00:00,24678.19921875,24694.150390625,24669.099609375,24689.099609375,0
2025-05-12 05:30:00+00:00,24683.75,24694.0,24679.30078125,24679.30078125,0
2025-05-12 05:35:00+00:00,24708.400390625,24711.150390625,24683.849609375,24684.099609375,0
2025-05-12 05:40:00+00:00,24702.849609375,24714.849609375,24701.900390625,24709.650390625,0
2025-05-12 05:45:00+00:00,24700.80078125,24709.900390625,24698.55078125,24703.19921875,0
2025-05-12 05:50:00+00:00,24722.75,24725.75,24700.30078125,24700.94921875,0
2025-05-12 05:55:00+00:00,24733.30078125,24745.44921875,24722.19921875,24723.150390625,0
2025-05-12 06:00:00+00:00,24736.099609375,24744.599609375,24732.05078125,24733.30078125,0
2025-05-12 06:05:00+00:00,24724.5,24739.55078125,24718.900390625,24736.0,0
2025-05-12 06:10:00+00:00,24728.19921875,24730.150390625,24715.75,24725.05078125,0
2025-05-12 06:15:00+00:00,24726.150390625,24731.19921875,24713.19921875,24728.19921875,0
2025-05-12 06:20:00+00:00,24725.25,24727.55078125,24716.349609375,24726.75,0
2025-05-12 06:25:00+00:00,24716.849609375,24729.75,24715.5,24726.30078125,0
2025-05-12 06:30:00+00:00,24717.05078125,24724.05078125,24711.349609375,24717.30078125,0
2025-05-12 06:35:00+00:00,24717.5,24728.44921875,24717.05078125,24717.25,0
2025-05-12 06:40:00+00:00,24721.30078125,24724.19921875,24713.400390625,24718.0,0
2025-05-12 06:45:00+00:00,24718.30078125,24727.650390625,24717.19921875,24723.30078125,0
2025-05-12 06:50:00+00:00,24703.69921875,24722.30078125,24702.650390625,24718.69921875,0
2025-05-12 06:55:00+00:00,24702.44921875,24705.5,24690.349609375,24703.0,0
2025-05-12 07:00:00+00:00,24786.30078125,24787.650390625,24702.349609375,24702.349609375,0
2025-05-12 07:05:00+00:00,24803.19921875,24803.19921875,24776.75,24788.05078125,0
2025-05-12 07:10:00+00:00,24790.0,24806.150390625,24778.55078125,24802.849609375,0
2025-05-12 07:15:00+00:00,24776.5,24792.0,24774.80078125,24789.900390625,0
2025-05-12 07:20:00+00:00,24776.599609375,24783.650390625,24772.349609375,24775.55078125,0
2025-05-12 07:25:00+00:00,24800.900390625,24802.94921875,24774.80078125,24777.55078125,0
2025-05-12 07:30:00+00:00,24781.25,24806.55078125,24781.25,24801.44921875,0
2025-05-12 07:35:00+00:00,24796.25,24798.400390625,24779.94921875,24782.150390625,0
2025-05-12 07:40:00+00:00,24789.150390625,24797.75,24784.44921875,24796.150390625,0
